resultId,circuitID,Weather,raceId,driverId,constructorId,positionOrder,laps,pit_id,pit stops duration,# of pitstops,quali_ position
25893,1,0,1100,857,1,8,58,1100-857,34.541,5,16
25894,1,0,1100,855,51,9,58,1100-855,18.951,4,17
25895,1,0,1100,852,213,10,58,1100-852,31.82,6,12
25896,1,0,1100,822,51,11,58,1100-822,21.659,4,19
25897,1,0,1100,832,6,12,58,1100-832,18.319,2,5
25898,1,0,1100,842,214,13,56,1100-842,26.996,3,9
25899,1,0,1100,839,214,14,56,1100-839,18.056,4,11
25900,1,0,1100,856,213,15,56,1100-856,37.874,6,15
25901,1,0,1100,858,3,16,56,1100-858,18.382,2,18
25902,1,0,1100,825,210,17,52,1100-825,20.789,2,14
25903,1,0,1100,847,131,18,17,1100-847,19.146,0,2
25904,1,0,1100,848,3,19,6,1100-848,50,0,8
25905,1,0,1100,844,6,20,0,1100-844,50,1,7
25906,73,0,1101,815,9,1,51,1101-815,20.389,1,3
25907,73,0,1101,830,9,2,51,1101-830,20.707,1,2
25908,73,0,1101,844,6,3,51,1101-844,21.126,1,1
25909,73,0,1101,4,117,4,51,1101-4,23.148,1,6
25910,73,0,1101,832,6,5,51,1101-832,21.97,1,4
25911,73,0,1101,1,131,6,51,1101-1,20.324,1,5
25912,73,0,1101,840,117,7,51,1101-840,23.161,2,9
25913,73,0,1101,847,131,8,51,1101-847,20.459,1,11
25914,73,0,1101,846,1,9,51,1101-846,20.346,1,7
25915,73,0,1101,852,213,10,51,1101-852,20.497,1,8
25916,73,0,1101,857,1,11,51,1101-857,20.902,1,10
25917,73,0,1101,848,3,12,51,1101-848,21.103,1,13
25918,73,0,1101,825,210,13,51,1101-825,30.951,2,18
25919,73,0,1101,842,214,14,51,1101-842,20.235,1,19
25920,73,0,1101,839,214,15,51,1101-839,20.367,1,12
25921,73,0,1101,858,3,16,51,1101-858,21.015,1,15
25922,73,0,1101,807,210,17,50,1101-807,24.748,3,17
25923,73,0,1101,822,51,18,50,1101-822,20.967,1,14
25924,73,0,1101,855,51,19,36,1101-855,22.247,0,16
25925,73,0,1101,856,213,20,9,1101-856,50,1,20
25926,79,0,1102,830,9,1,57,1102-830,22.688,1,9
25927,79,0,1102,815,9,2,57,1102-815,21.884,1,1
25928,79,0,1102,4,117,3,57,1102-4,22.631,1,2
25929,79,0,1102,847,131,4,57,1102-847,22.335,1,6
25930,79,0,1102,832,6,5,57,1102-832,22.278,1,3
25931,79,0,1102,1,131,6,57,1102-1,22.15,1,13
25932,79,0,1102,844,6,7,57,1102-844,22.068,1,7
25933,79,0,1102,842,214,8,57,1102-842,22.417,1,5
25934,79,0,1102,839,214,9,57,1102-839,21.942,1,8
25935,79,0,1102,825,210,10,57,1102-825,22.616,1,4
25936,79,0,1102,852,213,11,57,1102-852,22.39,1,17
25937,79,0,1102,840,117,12,57,1102-840,22.651,1,18
25938,79,0,1102,822,51,13,57,1102-822,23.158,1,10
25939,79,0,1102,848,3,14,57,1102-848,22.482,1,11
25940,79,0,1102,807,210,15,57,1102-807,23.12,1,12
25941,79,0,1102,855,51,16,57,1102-855,22.796,1,14
25942,79,0,1102,846,1,17,57,1102-846,24.09,1,16
25943,79,0,1102,856,213,18,57,1102-856,23.487,1,15
25944,79,0,1102,857,1,19,56,1102-857,22.205,1,19
25945,79,0,1102,858,3,20,56,1102-858,48.938,1,20
25946,6,1,1104,830,9,1,78,1104-830,24.798,2,1
25947,6,1,1104,4,117,2,78,1104-4,24.414,2,2
25948,6,1,1104,839,214,3,78,1104-839,25.833,2,4
25949,6,1,1104,1,131,4,78,1104-1,24.594,1,6
25950,6,1,1104,847,131,5,78,1104-847,30.98,2,8
25951,6,1,1104,844,6,6,78,1104-844,24.192,2,3
25952,6,1,1104,842,214,7,78,1104-842,23.902,2,7
25953,6,1,1104,832,6,8,78,1104-832,24.252,2,5
25954,6,1,1104,846,1,9,77,1104-846,24.663,1,10
25955,6,1,1104,857,1,10,77,1104-857,25.851,1,11
25956,6,1,1104,822,51,11,77,1104-822,30.395,1,15
25957,6,1,1104,856,213,12,77,1104-856,24.539,2,12
25958,6,1,1104,855,51,13,77,1104-855,26.141,2,19
25959,6,1,1104,848,3,14,77,1104-848,24.29,1,13
25960,6,1,1104,852,213,15,76,1104-852,33.706,5,9
25961,6,1,1104,815,9,16,76,1104-815,24.887,3,20
25962,6,1,1104,807,210,17,76,1104-807,32.494,3,18
25963,6,1,1104,858,3,18,76,1104-858,24.376,1,16
25964,6,1,1104,825,210,19,70,1104-825,51.052,1,17
25965,6,1,1104,840,117,20,53,1104-840,24.656,2,14
25966,4,0,1105,830,9,1,66,1105-830,22.241,2,1
25967,4,0,1105,1,131,2,66,1105-1,22.575,2,5
25968,4,0,1105,847,131,3,66,1105-847,22.275,2,12
25969,4,0,1105,815,9,4,66,1105-815,21.775,2,11
25970,4,0,1105,832,6,5,66,1105-832,22.321,2,2
25971,4,0,1105,840,117,6,66,1105-840,22.355,2,6
25972,4,0,1105,4,117,7,66,1105-4,22.558,2,9
25973,4,0,1105,839,214,8,66,1105-839,22.112,2,7
25974,4,0,1105,855,51,9,66,1105-855,23.43,2,13
25975,4,0,1105,842,214,10,66,1105-842,23.388,2,4
25976,4,0,1105,844,6,11,66,1105-844,21.778,2,19
25977,4,0,1105,852,213,12,66,1105-852,22.176,2,15
25978,4,0,1105,857,1,13,65,1105-857,22.37,2,10
25979,4,0,1105,856,213,14,65,1105-856,22.522,3,14
25980,4,0,1105,807,210,15,65,1105-807,22.298,2,8
25981,4,0,1105,848,3,16,65,1105-848,23.319,3,18
25982,4,0,1105,846,1,17,65,1105-846,37.736,3,3
25983,4,0,1105,825,210,18,65,1105-825,22.124,2,17
25984,4,0,1105,822,51,19,65,1105-822,23.691,2,16
25985,4,0,1105,858,3,20,65,1105-858,22.583,2,20
25986,7,0,1106,830,9,1,70,1106-830,23.644,2,1
25987,7,0,1106,4,117,2,70,1106-4,24.031,2,3
25988,7,0,1106,1,131,3,70,1106-1,24.339,1,4
25989,7,0,1106,844,6,4,70,1106-844,24.343,1,11
25990,7,0,1106,832,6,5,70,1106-832,24.133,2,8
25991,7,0,1106,815,9,6,70,1106-815,23.281,1,12
25992,7,0,1106,848,3,7,70,1106-848,25.064,2,10
25993,7,0,1106,839,214,8,70,1106-839,24.402,2,6
25994,7,0,1106,840,117,9,70,1106-840,23.711,1,13
25995,7,0,1106,822,51,10,70,1106-822,24.038,2,15
25996,7,0,1106,857,1,11,70,1106-857,24.828,2,9
25997,7,0,1106,842,214,12,70,1106-842,27.515,2,17
25998,7,0,1106,846,1,13,70,1106-846,25.862,2,7
25999,7,0,1106,852,213,14,70,1106-852,23.646,2,16
26000,7,0,1106,807,210,15,69,1106-807,24.88,2,2
26001,7,0,1106,855,51,16,69,1106-855,24.161,2,20
26002,7,0,1106,825,210,17,69,1106-825,24.909,2,14
26003,7,0,1106,856,213,18,69,1106-856,24.96,1,18
26004,7,0,1106,847,131,19,53,1106-847,28.943,0,5
26005,7,0,1106,858,3,20,6,1106-858,50,4,19
26006,70,0,1107,830,9,1,71,1107-830,16.369,3,1
26007,70,0,1107,844,6,2,71,1107-844,16.393,3,2
26008,70,0,1107,815,9,3,71,1107-815,17.428,3,15
26009,70,0,1107,846,1,4,71,1107-846,18.076,3,4
26010,70,0,1107,4,117,5,71,1107-4,16.6,3,7
26011,70,0,1107,832,6,6,71,1107-832,16.38,3,3
26012,70,0,1107,847,131,7,71,1107-847,17.946,3,11
26013,70,0,1107,1,131,8,71,1107-1,16.415,4,5
26014,70,0,1107,840,117,9,71,1107-840,16.646,3,6
26015,70,0,1107,842,214,10,71,1107-842,16.38,3,9
26016,70,0,1107,848,3,11,71,1107-848,16.737,3,10
26017,70,0,1107,855,51,12,70,1107-855,17.467,3,17
26018,70,0,1107,858,3,13,70,1107-858,17.337,3,18
26019,70,0,1107,839,214,14,70,1107-839,18.143,3,12
26020,70,0,1107,822,51,15,70,1107-822,17.13,4,14
26021,70,0,1107,857,1,16,70,1107-857,17.324,3,13
26022,70,0,1107,856,213,17,70,1107-856,17.033,3,20
26023,70,0,1107,825,210,18,70,1107-825,26.587,4,19
26024,70,0,1107,852,213,19,70,1107-852,29.691,2,16
26025,70,0,1107,807,210,20,12,1107-807,16.778,1,8
26026,9,0,1108,830,9,1,52,1108-830,29.056,1,1
26027,9,0,1108,846,1,2,52,1108-846,28.438,1,2
26028,9,0,1108,1,131,3,52,1108-1,29.169,1,7
26029,9,0,1108,857,1,4,52,1108-857,28.655,1,3
26030,9,0,1108,847,131,5,52,1108-847,29.455,1,6
26031,9,0,1108,815,9,6,52,1108-815,28.06,1,16
26032,9,0,1108,4,117,7,52,1108-4,28.679,1,9
26033,9,0,1108,848,3,8,52,1108-848,29.634,2,8
26034,9,0,1108,844,6,9,52,1108-844,28.244,1,4
26035,9,0,1108,832,6,10,52,1108-832,28.869,1,5
26036,9,0,1108,858,3,11,52,1108-858,28.847,1,14
26037,9,0,1108,822,51,12,52,1108-822,29.662,2,15
26038,9,0,1108,807,210,13,52,1108-807,41.972,1,11
26039,9,0,1108,840,117,14,52,1108-840,28.561,3,12
26040,9,0,1108,855,51,15,52,1108-855,29.177,2,18
26041,9,0,1108,852,213,16,52,1108-852,28.353,2,17
26042,9,0,1108,856,213,17,52,1108-856,28.242,1,19
26043,9,0,1108,842,214,18,46,1108-842,28.458,0,10
26044,9,0,1108,825,210,19,31,1108-825,24.67,0,20
26045,9,0,1108,839,214,20,9,1108-839,24.67,2,13
26046,11,0,1109,830,9,1,70,1109-830,21.407,2,2
26047,11,0,1109,846,1,2,70,1109-846,21.541,2,3
26048,11,0,1109,815,9,3,70,1109-815,21.862,2,9
26049,11,0,1109,1,131,4,70,1109-1,21.974,2,1
26050,11,0,1109,857,1,5,70,1109-857,21.171,2,4
26051,11,0,1109,847,131,6,70,1109-847,21.886,2,18
26052,11,0,1109,844,6,7,70,1109-844,28.404,2,6
26053,11,0,1109,832,6,8,70,1109-832,21.402,2,11
26054,11,0,1109,4,117,9,70,1109-4,22.916,2,8
26055,11,0,1109,840,117,10,69,1109-840,21.91,2,14
26056,11,0,1109,848,3,11,69,1109-848,22.076,2,16
26057,11,0,1109,822,51,12,69,1109-822,22.114,2,7
26058,11,0,1109,817,213,13,69,1109-817,21.958,2,13
26059,11,0,1109,807,210,14,69,1109-807,22.922,2,10
26060,11,0,1109,852,213,15,69,1109-852,26.17,2,17
26061,11,0,1109,855,51,16,69,1109-855,29.211,2,5
26062,11,0,1109,825,210,17,69,1109-825,22.753,2,19
26063,11,0,1109,858,3,18,67,1109-858,24.001,0,20
26064,11,0,1109,839,214,19,2,1109-839,50,0,12
26065,11,0,1109,842,214,20,1,1109-842,50,2,15
26066,13,1,1110,830,9,1,44,1110-830,22.887,2,1
26067,13,1,1110,815,9,2,44,1110-815,23.684,2,3
26068,13,1,1110,844,6,3,44,1110-844,23.224,3,2
26069,13,1,1110,1,131,4,44,1110-1,23.09,2,4
26070,13,1,1110,4,117,5,44,1110-4,23.085,1,9
26071,13,1,1110,847,131,6,44,1110-847,23.837,2,8
26072,13,1,1110,846,1,7,44,1110-846,25.012,2,7
26073,13,1,1110,839,214,8,44,1110-839,23.085,1,15
26074,13,1,1110,840,117,9,44,1110-840,25.397,2,10
26075,13,1,1110,852,213,10,44,1110-852,22.61,1,11
26076,13,1,1110,842,214,11,44,1110-842,25.664,2,12
26077,13,1,1110,822,51,12,44,1110-822,23.362,2,14
26078,13,1,1110,855,51,13,44,1110-855,24.449,3,17
26079,13,1,1110,848,3,14,44,1110-848,25.015,2,16
26080,13,1,1110,825,210,15,44,1110-825,23.638,2,13
26081,13,1,1110,817,213,16,44,1110-817,22.843,3,19
26082,13,1,1110,858,3,17,44,1110-858,23.57,2,18
26083,13,1,1110,807,210,18,44,1110-807,24.571,1,20
26084,13,1,1110,832,6,19,23,1110-832,23.303,0,5
26085,13,1,1110,857,1,20,0,1110-857,50,0,6
